ITEM_20150317_000001	Empty_helmet 	Empty_Helmet
ITEM_20151116_007383	The regulation issued uniforms of the guards of the 3 layer castle wall were produced in various forms according to their needs. These boots were produced with ordinary siege warfare in mind.	Pakaian resmi dari pasukan penjaga 3 Neutral Wall berbagai bentuknya telah dibuat menyesuaikan kebutuhan. Untuk sepatu ini merupakan equipment yang dipersiapkan untuk pertempuran gerilya biasa yang dapat diperkirakan.
ITEM_20151116_007384	Unlike other pieces of Philis equipment, this piece did not exist before Medzio Diena. It was recently infused with magical properties out of necessity.	Equipment ini berbeda dengan Philis Equipment lainnya, dimana ia tidak ada sebelum hari Medzio Diena. Karena kebutuhannya belakangan ini maka equipment standar ini diberikan attribute magic baru.
ITEM_20151116_007385	It was only issued to the outer wall guards during the early years of the kingdom. It was thought to be useful under the assumption that the outer wall was taken. It was later issued to all 3 walls as tactics and weapons of siege warfare changed.	Pada awalnya equipment ini hanya diberikan kepada para prajurit yang berada di bagian terjauh dari 3 Neutral Wall oleh kerajaan. karena berpikir dapat menjadi bantuan ketika diasumsikan bagian terjauh dikuasai oleh lawan. Waktu berlalu muncullah perubahan senjata dan taktik gerilya, sehingga perlahan equipment ini didistribusikan ke seleuruh wilayah 3 Neutral Wall.
ITEM_20151116_007386	It is the most useful equipment with magical properties not only all castle guards including those on the 3 layers. It has existed as a favorite of many guards for a long time.	Equipment yang diberikan Magic Attribute adalah sesuatu yang paling membantu bagi para prajurit yang menjaga kastil termasuk 3 Neutral Wall. Telah menjadi equipment yang dipiklih oleh para prajurit kastil selama beberapa tahun lamanya.
ITEM_20151116_007387	This was equipment issued to guards, especially those that were in charge of attacking with fire on the 3 layer castle wall. An interesting theory that is brought up even now is that those guards may have been able to stop the catastrophic growth of vegetation from the capital which is now in ruins.	Equipment yang diberikan kepada para pasukan yang bertugas menyerang dengan api diantara Pasukan penjaga kastil, terutama pasukan penjaga 3 Neutral Wall. Sekarang saat hari Medzio Diena, Para pasukan yang bertugas menyerang dengan api, menghalangi para tumbuhan yang mengamuk dari tembok kastil konstrukruksi yang dekat dengan pada bagian pusat, sekarang pun diposisikan sebagai konstruksi yang menarik.
ITEM_20151116_007388	Although it is a strange phenomenon, the activities of mages and production of magical items is relatively active in the Allerno Barony when compared to other fiefs. This phenomena has increased dramatically after Medzio Diena and these gloves have appeared in such circumstances.	Ini adalah fenomena yang aneh, tetapi Baron Allerno secara relatif dibandingkan daerah keluarga bangsawan lainnya, merupakan daerah yang aktif memproduksi Magic item atau kegiatan para magiciannya. Fenomena sepreti ini bertambah sangat banyak setelah hari Medzio Diena, dan sarung tangan ini muncul dengan latar belakang seperti itu.
ITEM_20151116_007389	The increase in magical items in the Allerno barony is hard to explain especially when it has always been an agricultural region. Whatever the reason may be, the people fighting in the region can attribute these boots to that phenomenon.	Jika memikirkan titik dimana bertani merupakan industri utama dari daerah Allerno saat ini, merupakan fenomena aneh yang sulit dujelaskan atas pertambahan kemunculan magic equipment di daerah ini belakangan ini. Bagaimana pun berkat itu  orang-orang yang bertarung di tempat ini dapat menggunakan sepati seperti ini.
ITEM_20151116_007390	At first glance, it may not seem strange that there are many magical items such as this outfit because there has been an influx of mages to the Allerno barony. However, this is not the truth and the increase in magical items and new inventions are being caused by something else.	Jika berpikir sekilas, belakangan ini banyak para magician yang berkumpul di Baron Allerno, sehingga kemunculan beberapa magic item seperti baju ini bisa dianggap bukanlah sesuatu yang aneh. Tetapi hal ini berbeda dengan kenyataannya, entah seperti ada suatu alasan lain dari kemunculan dan peningkatan Magic item baru.
ITEM_20151116_007391	Some mages tried to find if whether the new appearances of magical items in the Allerno region is due to demons but failed to do so. Items that resist darkness such as this are proof that the theory is unlikely.	Beberapa penyihir bermaksud untuk mencari tahu tindakan dari demon atas hal yang terjadi oleh karena magic item baru pada daerah Allerno, tetapi tidak dapat mencari dasar yang tepat akan hal ini. Tetapi seperti equipment ini ketika melihat sebagai equipment yang memiliki resistance darkness attribute, teori asal mula Demon adalah opini yang lemah dasarnya.
ITEM_20151116_007392	Whatever the reason behind the sudden appearance of items may be, they are actively gathering and issuing such items to men in Allerno barony. This may be the reason behind mounting conflicts between the residents and soldiers in the region.	Entah apa alasan kemunculannya, diberikan kepada para anak buah dengan mengumpulkan equipment seperti ini secara aktif di Allerno Baron. Karena hal itu belakangan ini di Allerno Baron katanya terjadi gesekan antara para pasukan dan penduduk.
ITEM_20151116_007393	It is certain that the Allerno region is being magically influenced from the outside. Although it may not be an impressive amount, the fact still stands that these boots regardless of their performance show new methods of magic infusion.	Daerah Allerno jelas sekali mendapatkan pengaruh magic sesuatu dari daerah luar. Walaupun tidak datang bersamaan dengan kekuatan sihir yang luar biasa, tetapi sepatu ini adalah jelas memiliki bentuk mengandung sihir ketika pertama kali muncul tanpa ada hubungan dengan performanya.
ITEM_20151116_007394	Another strange point about the magical items that have appeared in the Allerno region is that the mages that come here do not seek them. The items that are discovered are being used by residents or soldiers.	Hal aneh yang lain atau berhubungan dengan Magic item yang muncul pada daerah Allerno adalah titik dimana para magician yang datang ke tempat ini, bukan datang untuk mencari magic item seperti itu. Untuk alasan lainnya, benda-benda yang ditemukan dipakai oleh para prajurit atau penduduk daerah.
ITEM_20151116_007395	The current lord of Allerno has hired mages and craftsmen in order to further enhance the equipment that already has strong defensive powers. It is said that such moves are hiding other reasons.	Lord saat ini dari Allerno sedang merekrut para pengrajin dan penyihir untuk memperkuat equipment macam ini, yang memiliki defense kuat. Hanya saja keinginan macam ini sepertinya menyembunyikan suatu tujuan lainnya.
ITEM_20151116_007396	If the lord of Allerno did not simply hire the mages and craftsmen to enhance the magical equipment, there is a chance that his goal may be connected to why such items are suddenly appearing.	Lord dari Allerno jika tidak merekrut pengrajin dan magician untuk memperkuat magic equipment secara sederhana, ia mungkin dapat dikaitkan dengan alasan kemunculan magic equipment yang merupakan tujuan yang diincarnya.
ITEM_20151116_007397	The lord of Allerno wishes that rarer and stronger magical items will be discovered in his lands. While greed is also behind such thinking, it is also difficult to reproduce the items that have been discovered.	Lord Allerno berharap agar magic item yang kuat dan lebih berharga banyak muncul dari daerahnya sendiri. Memang terlihat serakah, tetapi hal ini juga adalah karena tidaklah mudah untuk memproduksi ulang benda yang muncul pada daerahnya.
ITEM_20151116_007398	The lord of Allerno is trying to wear this equipment after enhancing it. It is said that he hired mages and craftsmen for this very reason.	Lord dari Allerno Baron saat ini, ia sedang berusaha untuk menggunakan equipment ini agar dengan membuatnya lebih kuat. Ia katanya telah merekrut pengrajin dan magician untuk tujuan ini.
ITEM_20151116_007399	There are cases of divine power residing in items that had been carried by priests for a long time. Perelin gloves were crafted as a successful result of trying to have these happenings occur reliably when needed.	Para cleric yang sudah melakukan hal ini lama, memiliki sesuatu kekuatan suci yang tersimpan pada benda yang dibawa pada tubuhnya. Pada saat hal ini dibutuhkan, dengan berhasilnya percobaan untuk menciptakannya, maka terbentuklah Perelin Glove yang ada saat ini.
ITEM_20151116_007400	There are cases in which the divine power of goddesses indwells and shows new powers in trivial items that poor pilgrims were carrying on their pilgrimage. Equipment with the name Perelin are such items.	Ada kasus dimana divine power of Goddess diam dan menunjukkan kekuatan baru dalam trivial item dimana pilgrim miskin membawanya pada perjalanan ziarah mereka. Equipment dengan nama Perelin adalah itemnya.
ITEM_20151116_007401	It cannot be known what type of protection is indwelling in which pilgrim's items. However, there is some regularity even though generalities have not been discovered. Otherwise, these items would not be able to have the name Perelin.	Tidak dapat diketahui tipe perlindungan apa yang berdiam di pilgrim item. Namun, ada beberapa keteraturan meskipun belum ditemukan kesimpulannya. Jika tidak, item-item ini tidak akan diberi nama Perelin.
ITEM_20151116_007402	Many different kinds of experiments are enacted in order to craft Perelin items. The most widely known experiment was to have the pilgrims wear the equipment until divine power resides in it. The results indicate that this does not increase the chance of divine power indwelling in the equipment.	Berbagai macam eksperimen dilakukan untuk membuat Perelin item. Percobaan yang paling banyak dikenal pilgrim adalah menggunakan equipment sampai divine power berada di dalamnya. Hasil penelitian menunjukkan ini tidak meningkatkan kemungkinan divine power berdiam di equipment.
ITEM_20151116_007403	There are increased chances of items becoming Perelin items in the case of making pilgrims perform various tasks whilst wearing the equipment such as these gloves. However, it cannot be seen as a precise recipe as the exact moment that they receive divine power is unknown.	Ada peningkatan peluang item menjadi Perelin item dalam kasus membuat pilgrim melakukan berbagai tugas sambil menggunakan equipment seperti gloves. Namun, tidak bisa dilihat sebagai resep yang tepat sebagai waktu yang pasti saat mereka menerima divine power masih tidak diketahui.
ITEM_20151116_007404	The effects of Perelin items do not disappear even if given to other people after realizing that they have become Perelin items during the pilgrimage. There is no firm principle behind the creation of Perelin items even though pilgrims that have had a piece of equipment turn into Perelin items before usually are able to have more.	Efek dari Perelin item tidak akan hilang bahkan jika diberikan kepada orang lain setelah menyadari bahwa mereka telah menjadi Perelin item selama berziarah. Tidak ada prinsip kuat dibalik pembuatan Perelin item meskipun pilgrim mempunyai bagian dari equipment berubah menjadi Perelin item sebelumnya mereka punya lebih banyak.
